               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 170,            0.095492,             0.52027,                   0,             0.47605,             0.29653,             0.29643,            0.090788,            0.093349,              0.8271,                   0,           0.0094025,           0.0094025,           0.0094025
                 171,            0.093015,             0.45144,                   0,               0.459,             0.28164,             0.29156,            0.089668,            0.093006,              0.8265,                   0,           0.0093989,           0.0093989,           0.0093989
                 172,            0.091959,               0.459,                   0,               0.459,             0.28164,             0.29156,            0.089668,            0.093006,              0.8265,                   0,           0.0093954,           0.0093954,           0.0093954
                 173,            0.091919,             0.50736,                   0,             0.23888,             0.18808,             0.13752,            0.040772,            0.097161,             0.84535,                   0,           0.0093919,           0.0093919,           0.0093919
                 174,            0.095058,             0.44805,                   0,             0.23888,             0.18808,             0.13752,            0.040772,            0.097161,             0.84535,                   0,           0.0093883,           0.0093883,           0.0093883
                 175,            0.090045,             0.54002,                   0,             0.47653,             0.30834,              0.3142,              0.1048,             0.09303,             0.82378,                   0,           0.0093848,           0.0093848,           0.0093848
                 176,              0.0935,             0.44965,                   0,             0.47653,             0.30834,              0.3142,              0.1048,             0.09303,             0.82378,                   0,           0.0093813,           0.0093813,           0.0093813
                 177,            0.088973,             0.44165,                   0,             0.46412,             0.18734,             0.22411,            0.065115,            0.092506,             0.84059,                   0,           0.0093777,           0.0093777,           0.0093777
                 178,            0.088207,             0.37033,                   0,             0.46412,             0.18734,             0.22411,            0.065115,            0.092506,             0.84059,                   0,           0.0093742,           0.0093742,           0.0093742
                 179,            0.088624,             0.39922,                   0,             0.38862,             0.16625,             0.17235,            0.049981,            0.092215,             0.82941,                   0,           0.0093706,           0.0093706,           0.0093706
                 180,            0.091915,             0.52661,                   0,             0.38862,             0.16625,             0.17235,            0.049981,            0.092215,             0.82941,                   0,           0.0093671,           0.0093671,           0.0093671
                 181,            0.090273,              0.3988,                   0,             0.44926,             0.29777,             0.29014,            0.092289,            0.093432,             0.83572,                   0,           0.0093636,           0.0093636,           0.0093636
                 182,            0.089019,             0.45606,                   0,             0.44926,             0.29777,             0.29014,            0.092289,            0.093432,             0.83572,                   0,             0.00936,             0.00936,             0.00936
                 183,            0.091985,             0.44752,                   0,             0.39117,             0.26799,             0.25702,            0.080055,            0.095311,             0.84914,                   0,           0.0093565,           0.0093565,           0.0093565
                 184,            0.090149,             0.49129,                   0,             0.39117,             0.26799,             0.25702,            0.080055,            0.095311,             0.84914,                   0,            0.009353,            0.009353,            0.009353
                 185,            0.086858,             0.41957,                   0,             0.42134,             0.29156,             0.28495,            0.095858,            0.095153,             0.84382,                   0,           0.0093494,           0.0093494,           0.0093494
                 186,            0.088511,             0.41788,                   0,             0.42134,             0.29156,             0.28495,            0.095858,            0.095153,             0.84382,                   0,           0.0093459,           0.0093459,           0.0093459
                 187,             0.09049,             0.40339,                   0,              0.3821,             0.25472,             0.23038,            0.068231,            0.095615,             0.82397,                   0,           0.0093424,           0.0093424,           0.0093424
                 188,            0.091566,             0.40581,                   0,              0.3821,             0.25472,             0.23038,            0.068231,            0.095615,             0.82397,                   0,           0.0093388,           0.0093388,           0.0093388
                 189,            0.088713,             0.50803,                   0,             0.31638,             0.24938,             0.19834,            0.057527,            0.095945,             0.89146,                   0,           0.0093353,           0.0093353,           0.0093353
                 190,            0.090342,             0.40368,                   0,             0.31638,             0.24938,             0.19834,            0.057527,            0.095945,             0.89146,                   0,           0.0093317,           0.0093317,           0.0093317
                 191,            0.092739,              0.4584,                   0,             0.35986,             0.15012,             0.16528,             0.04048,            0.096406,             0.85587,                   0,           0.0093282,           0.0093282,           0.0093282
                 192,            0.091523,             0.47054,                   0,             0.35986,             0.15012,             0.16528,             0.04048,            0.096406,             0.85587,                   0,           0.0093247,           0.0093247,           0.0093247
                 193,            0.088107,             0.53426,                   0,             0.29487,             0.33465,             0.24276,            0.066832,            0.094747,             0.85221,                   0,           0.0093211,           0.0093211,           0.0093211
                 194,            0.092749,             0.48044,                   0,             0.29487,             0.33465,             0.24276,            0.066832,            0.094747,             0.85221,                   0,           0.0093176,           0.0093176,           0.0093176
                 195,             0.08999,             0.46185,                   0,             0.50328,             0.31762,             0.33316,             0.10405,            0.093219,             0.85074,                   0,           0.0093141,           0.0093141,           0.0093141
                 196,            0.089722,             0.53904,                   0,             0.50328,             0.31762,             0.33316,             0.10405,            0.093219,             0.85074,                   0,           0.0093105,           0.0093105,           0.0093105
                 197,             0.08536,              0.4162,                   0,             0.53413,             0.31017,             0.34134,             0.11231,            0.093645,             0.85606,                   0,            0.009307,            0.009307,            0.009307
                 198,            0.089756,             0.40633,                   0,             0.53413,             0.31017,             0.34134,             0.11231,            0.093645,             0.85606,                   0,           0.0093035,           0.0093035,           0.0093035
                 199,            0.089335,             0.44634,                   0,             0.57073,             0.34739,             0.38575,             0.13492,            0.092232,             0.83476,                   0,           0.0092999,           0.0092999,           0.0092999
                 200,            0.085695,             0.45649,                   0,             0.57073,             0.34739,             0.38575,             0.13492,            0.092232,             0.83476,                   0,           0.0092964,           0.0092964,           0.0092964
                 201,            0.092769,             0.44548,                   0,             0.42963,             0.33623,             0.31275,             0.10124,            0.090876,             0.83317,                   0,           0.0092929,           0.0092929,           0.0092929
                 202,            0.091418,             0.39517,                   0,             0.42963,             0.33623,             0.31275,             0.10124,            0.090876,             0.83317,                   0,           0.0092893,           0.0092893,           0.0092893
                 203,            0.088843,             0.45531,                   0,             0.50076,             0.32506,             0.32346,             0.11434,             0.09141,             0.82648,                   0,           0.0092858,           0.0092858,           0.0092858
                 204,            0.086286,              0.5201,                   0,             0.50076,             0.32506,             0.32346,             0.11434,             0.09141,             0.82648,                   0,           0.0092823,           0.0092823,           0.0092823
                 205,            0.092832,             0.40977,                   0,             0.56042,             0.39082,               0.431,             0.15708,            0.088884,             0.84818,                   0,           0.0092787,           0.0092787,           0.0092787
                 206,            0.084682,             0.50034,                   0,             0.56628,             0.34615,             0.39471,             0.14865,            0.088884,             0.84818,                   0,           0.0092752,           0.0092752,           0.0092752
                 207,            0.086292,             0.46467,                   0,              0.6132,             0.34813,             0.41478,             0.14748,            0.088525,             0.83714,                   0,           0.0092716,           0.0092716,           0.0092716
                 208,            0.089419,             0.45194,                   0,              0.6132,             0.34813,             0.41478,             0.14748,            0.088525,             0.83714,                   0,           0.0092681,           0.0092681,           0.0092681
                 209,            0.089791,               0.443,                   0,             0.58529,              0.3536,             0.41984,             0.15849,            0.088934,              0.8962,                   0,           0.0092646,           0.0092646,           0.0092646
                 210,            0.093445,             0.39942,                   0,             0.58529,              0.3536,             0.41984,             0.15849,            0.088934,              0.8962,                   0,            0.009261,            0.009261,            0.009261
                 211,            0.086517,             0.44458,                   0,             0.60796,             0.36172,             0.40164,             0.13156,            0.088147,             0.84664,                   0,           0.0092575,           0.0092575,           0.0092575
                 212,            0.091252,             0.35721,                   0,             0.60796,             0.36172,             0.40164,             0.13156,            0.088147,             0.84664,                   0,            0.009254,            0.009254,            0.009254
                 213,            0.088717,             0.48215,                   0,             0.54818,             0.21464,             0.30242,             0.10869,            0.090118,             0.93612,                   0,           0.0092504,           0.0092504,           0.0092504
                 214,            0.085951,             0.41105,                   0,             0.54818,             0.21464,             0.30242,             0.10869,            0.090118,             0.93612,                   0,           0.0092469,           0.0092469,           0.0092469
                 215,            0.089232,             0.49174,                   0,              0.6406,             0.37594,             0.41756,              0.1596,            0.087769,             0.82114,                   0,           0.0092434,           0.0092434,           0.0092434
                 216,            0.080865,             0.41317,                   0,              0.6406,             0.37594,             0.41756,              0.1596,            0.087769,             0.82114,                   0,           0.0092398,           0.0092398,           0.0092398
                 217,            0.085443,             0.38078,                   0,             0.62198,             0.38175,             0.43001,              0.1651,            0.088861,             0.81589,                   0,           0.0092363,           0.0092363,           0.0092363
                 218,            0.083015,             0.54629,                   0,             0.62198,             0.38175,             0.43001,              0.1651,            0.088861,             0.81589,                   0,           0.0092327,           0.0092327,           0.0092327
                 219,            0.072512,             0.56608,                   0,              0.5525,              0.4381,             0.44457,             0.16047,            0.090048,             0.80771,                   0,           0.0092292,           0.0092292,           0.0092292
                 220,             0.08963,             0.42141,                   0,              0.5525,              0.4381,             0.44457,             0.16047,            0.090048,             0.80771,                   0,           0.0092257,           0.0092257,           0.0092257
                 221,            0.089567,              0.5591,                   0,             0.45113,             0.48387,             0.41594,             0.13476,            0.090078,              0.8317,                   0,           0.0092221,           0.0092221,           0.0092221
                 222,            0.088924,              0.3978,                   0,             0.45113,             0.48387,             0.41594,             0.13476,            0.090078,              0.8317,                   0,           0.0092186,           0.0092186,           0.0092186
                 223,            0.087129,             0.36358,                   0,              0.6419,             0.36918,             0.43749,             0.16149,            0.087924,             0.85042,                   0,           0.0092151,           0.0092151,           0.0092151
                 224,            0.088464,             0.41036,                   0,             0.63588,             0.41191,             0.48477,             0.17521,            0.087924,             0.85042,                   0,           0.0092115,           0.0092115,           0.0092115
                 225,            0.089294,             0.35404,                   0,             0.55736,              0.2134,             0.29778,            0.095885,            0.091019,             0.93388,                   0,            0.009208,            0.009208,            0.009208
                 226,            0.082784,             0.45602,                   0,             0.55736,              0.2134,             0.29778,            0.095885,            0.091019,             0.93388,                   0,           0.0092045,           0.0092045,           0.0092045
                 227,            0.086122,             0.51675,                   0,              0.6286,             0.24566,             0.33094,             0.11204,            0.088687,             0.83608,                   0,           0.0092009,           0.0092009,           0.0092009
                 228,            0.089356,             0.37592,                   0,              0.6286,             0.24566,             0.33094,             0.11204,            0.088687,             0.83608,                   0,           0.0091974,           0.0091974,           0.0091974
                 229,            0.082579,             0.44232,                   0,             0.66387,             0.37491,             0.45515,             0.17314,            0.088821,             0.84742,                   0,           0.0091939,           0.0091939,           0.0091939
                 230,            0.081358,             0.46412,                   0,             0.66387,             0.37491,             0.45515,             0.17314,            0.088821,             0.84742,                   0,           0.0091903,           0.0091903,           0.0091903
                 231,            0.090648,             0.39887,                   0,              0.6314,             0.35608,             0.42283,             0.14362,             0.08836,             0.86545,                   0,           0.0091868,           0.0091868,           0.0091868
                 232,            0.084247,             0.40985,                   0,              0.6314,             0.35608,             0.42283,             0.14362,             0.08836,             0.86545,                   0,           0.0091833,           0.0091833,           0.0091833
                 233,            0.088776,             0.52427,                   0,             0.43849,             0.29454,             0.28821,            0.079136,            0.091878,             0.83912,                   0,           0.0091797,           0.0091797,           0.0091797
                 234,            0.083952,             0.43477,                   0,             0.43849,             0.29454,             0.28821,            0.079136,            0.091878,             0.83912,                   0,           0.0091762,           0.0091762,           0.0091762
                 235,            0.088844,              0.5815,                   0,             0.27411,              0.2196,             0.16292,            0.046154,            0.098757,              1.0684,                   0,           0.0091726,           0.0091726,           0.0091726
                 236,            0.085449,             0.56971,                   0,             0.27411,              0.2196,             0.16292,            0.046154,            0.098757,              1.0684,                   0,           0.0091691,           0.0091691,           0.0091691
                 237,            0.087141,             0.50373,                   0,             0.22745,             0.18114,              0.1253,            0.030178,             0.10395,              1.0581,                   0,           0.0091656,           0.0091656,           0.0091656
                 238,            0.090133,             0.54412,                   0,             0.22745,             0.18114,              0.1253,            0.030178,             0.10395,              1.0581,                   0,            0.009162,            0.009162,            0.009162
                 239,            0.093294,             0.51819,                   0,             0.23201,             0.26611,             0.17013,            0.042932,            0.099546,             0.86387,                   0,           0.0091585,           0.0091585,           0.0091585
                 240,            0.091189,             0.44005,                   0,             0.23201,             0.26611,             0.17013,            0.042932,            0.099546,             0.86387,                   0,            0.009155,            0.009155,            0.009155
                 241,            0.087394,             0.45966,                   0,             0.42042,             0.25931,             0.27435,            0.077295,            0.094062,             0.88966,                   0,           0.0091514,           0.0091514,           0.0091514
                 242,            0.085246,             0.43389,                   0,             0.42042,             0.25931,             0.27435,            0.077295,            0.094062,             0.88966,                   0,           0.0091479,           0.0091479,           0.0091479
                 243,            0.088421,             0.42299,                   0,             0.12143,            0.093052,            0.085399,            0.026202,             0.10796,             0.99971,                   0,           0.0091444,           0.0091444,           0.0091444
                 244,            0.083274,             0.41066,                   0,             0.12143,            0.093052,            0.085399,            0.026202,             0.10796,             0.99971,                   0,           0.0091408,           0.0091408,           0.0091408
                 245,            0.082925,             0.42994,                   0,             0.10136,            0.062035,             0.07466,            0.024384,             0.10583,             0.99632,                   0,           0.0091373,           0.0091373,           0.0091373
                 246,            0.087042,             0.43082,                   0,             0.10136,            0.062035,             0.07466,            0.024384,             0.10583,             0.99632,                   0,           0.0091337,           0.0091337,           0.0091337
                 247,            0.081826,             0.50885,                   0,             0.51293,             0.31017,             0.33902,             0.11198,            0.096726,             0.91599,                   0,           0.0091302,           0.0091302,           0.0091302
                 248,            0.088398,             0.54538,                   0,             0.51293,             0.31017,             0.33902,             0.11198,            0.096726,             0.91599,                   0,           0.0091267,           0.0091267,           0.0091267
                 249,            0.087884,             0.49716,                   0,             0.53455,              0.3149,             0.33716,             0.11085,             0.09207,             0.86206,                   0,           0.0091231,           0.0091231,           0.0091231
                 250,            0.084891,             0.43107,                   0,             0.53455,              0.3149,             0.33716,             0.11085,             0.09207,             0.86206,                   0,           0.0091196,           0.0091196,           0.0091196
                 251,            0.086277,             0.51268,                   0,             0.61931,             0.35608,             0.40591,              0.1335,            0.088975,             0.82471,                   0,           0.0091161,           0.0091161,           0.0091161
                 252,            0.084001,             0.48829,                   0,             0.61931,             0.35608,             0.40591,              0.1335,            0.088975,             0.82471,                   0,           0.0091125,           0.0091125,           0.0091125
                 253,            0.084831,             0.43381,                   0,             0.62309,             0.36228,             0.41272,             0.14501,            0.089317,             0.79645,                   0,            0.009109,            0.009109,            0.009109
                 254,            0.084529,              0.4423,                   0,             0.62309,             0.36228,             0.41272,             0.14501,            0.089317,             0.79645,                   0,           0.0091055,           0.0091055,           0.0091055
                 255,            0.081891,             0.47443,                   0,             0.57169,             0.33121,             0.34664,             0.11868,            0.089889,             0.82485,                   0,           0.0091019,           0.0091019,           0.0091019
                 256,             0.08424,             0.41443,                   0,             0.57169,             0.33121,             0.34664,             0.11868,            0.089889,             0.82485,                   0,           0.0090984,           0.0090984,           0.0090984
                 257,            0.084947,             0.48931,                   0,             0.61228,             0.34864,             0.39613,              0.1295,            0.089887,             0.82306,                   0,           0.0090949,           0.0090949,           0.0090949
                 258,             0.08554,             0.40451,                   0,             0.61228,             0.34864,             0.39613,              0.1295,            0.089887,             0.82306,                   0,           0.0090913,           0.0090913,           0.0090913
                 259,            0.088957,             0.48102,                   0,             0.53371,             0.22084,             0.27573,            0.079094,            0.091729,             0.84483,                   0,           0.0090878,           0.0090878,           0.0090878
                 260,            0.088766,              0.4123,                   0,             0.53371,             0.22084,             0.27573,            0.079094,            0.091729,             0.84483,                   0,           0.0090843,           0.0090843,           0.0090843
                 261,            0.085965,             0.40955,                   0,             0.60492,             0.33871,             0.40312,             0.13336,            0.089878,             0.84358,                   0,           0.0090807,           0.0090807,           0.0090807
                 262,            0.078638,             0.46053,                   0,             0.60492,             0.33871,             0.40312,             0.13336,            0.089878,             0.84358,                   0,           0.0090772,           0.0090772,           0.0090772
                 263,            0.081046,             0.39822,                   0,             0.67586,             0.37841,              0.4567,             0.15437,            0.088388,             0.84127,                   0,           0.0090736,           0.0090736,           0.0090736
                 264,            0.085287,             0.54142,                   0,             0.67586,             0.37841,              0.4567,             0.15437,            0.088388,             0.84127,                   0,           0.0090701,           0.0090701,           0.0090701
                 265,            0.086913,             0.57862,                   0,             0.69556,             0.52481,             0.59107,             0.22356,            0.084549,             0.79763,                   0,           0.0090666,           0.0090666,           0.0090666
                 266,             0.08225,             0.44388,                   0,             0.69556,             0.52481,             0.59107,             0.22356,            0.084549,             0.79763,                   0,            0.009063,            0.009063,            0.009063
                 267,            0.084679,             0.44874,                   0,             0.67811,             0.50706,             0.57868,             0.21738,            0.083249,             0.80659,                   0,           0.0090595,           0.0090595,           0.0090595
                 268,             0.08646,             0.43313,                   0,             0.67811,             0.50706,             0.57868,             0.21738,            0.083249,             0.80659,                   0,            0.009056,            0.009056,            0.009056
                 269,            0.082573,             0.40094,                   0,             0.66899,             0.37593,             0.44785,              0.1514,            0.084698,              0.8265,                   0,           0.0090524,           0.0090524,           0.0090524
                 270,            0.083639,             0.45822,                   0,             0.66899,             0.37593,             0.44785,              0.1514,            0.084698,              0.8265,                   0,           0.0090489,           0.0090489,           0.0090489
                 271,            0.083119,             0.48621,                   0,             0.68434,             0.49007,             0.56431,             0.19896,             0.08384,             0.79672,                   0,           0.0090454,           0.0090454,           0.0090454
                 272,             0.08283,             0.50397,                   0,             0.68434,             0.49007,             0.56431,             0.19896,             0.08384,             0.79672,                   0,           0.0090418,           0.0090418,           0.0090418
                 273,            0.085001,             0.40134,                   0,             0.63033,             0.38503,             0.44386,             0.16472,            0.085017,             0.85249,                   0,           0.0090383,           0.0090383,           0.0090383
                 274,            0.088422,             0.45958,                   0,             0.63033,             0.38503,             0.44386,             0.16472,            0.085017,             0.85249,                   0,           0.0090347,           0.0090347,           0.0090347
                 275,            0.087182,              0.4418,                   0,             0.69453,              0.4727,             0.54751,              0.1917,            0.081682,             0.80876,                   0,           0.0090312,           0.0090312,           0.0090312
                 276,            0.084976,             0.43562,                   0,             0.69453,              0.4727,             0.54751,              0.1917,            0.081682,             0.80876,                   0,           0.0090277,           0.0090277,           0.0090277
                 277,            0.084252,             0.44385,                   0,             0.69702,             0.40199,             0.48451,             0.17369,            0.083707,             0.80575,                   0,           0.0090241,           0.0090241,           0.0090241
                 278,            0.079908,             0.43476,                   0,             0.69702,             0.40199,             0.48451,             0.17369,            0.083707,             0.80575,                   0,           0.0090206,           0.0090206,           0.0090206
                 279,            0.086507,              0.4108,                   0,             0.50068,             0.31017,             0.33755,            0.096581,            0.087762,             0.83976,                   0,           0.0090171,           0.0090171,           0.0090171
                 280,            0.083785,             0.39563,                   0,             0.50068,             0.31017,             0.33755,            0.096581,            0.087762,             0.83976,                   0,           0.0090135,           0.0090135,           0.0090135
                 281,            0.085114,             0.52545,                   0,             0.63698,             0.51985,             0.54466,             0.18965,            0.085747,             0.81322,                   0,             0.00901,             0.00901,             0.00901
                 282,            0.080568,             0.44491,                   0,             0.63698,             0.51985,             0.54466,             0.18965,            0.085747,             0.81322,                   0,           0.0090065,           0.0090065,           0.0090065
                 283,            0.079099,             0.47278,                   0,             0.69082,              0.3995,             0.47348,             0.16675,            0.081685,             0.81074,                   0,           0.0090029,           0.0090029,           0.0090029
                 284,            0.085286,             0.43263,                   0,             0.69082,              0.3995,             0.47348,             0.16675,            0.081685,             0.81074,                   0,           0.0089994,           0.0089994,           0.0089994
                 285,            0.079229,             0.49807,                   0,             0.65641,             0.55087,             0.56488,             0.19985,            0.085463,              0.8109,                   0,           0.0089959,           0.0089959,           0.0089959
                 286,            0.081949,             0.43023,                   0,             0.65641,             0.55087,             0.56488,             0.19985,            0.085463,              0.8109,                   0,           0.0089923,           0.0089923,           0.0089923
                 287,            0.080126,              0.4516,                   0,             0.69623,             0.39702,              0.4635,             0.16873,             0.08327,              0.8176,                   0,           0.0089888,           0.0089888,           0.0089888
                 288,            0.081477,             0.52801,                   0,             0.69623,             0.39702,              0.4635,             0.16873,             0.08327,              0.8176,                   0,           0.0089853,           0.0089853,           0.0089853
                 289,            0.083303,             0.52356,                   0,             0.61058,             0.51356,             0.52493,             0.18463,            0.080787,             0.80231,                   0,           0.0089817,           0.0089817,           0.0089817
                 290,            0.079962,             0.45366,                   0,             0.61058,             0.51356,             0.52493,             0.18463,            0.080787,             0.80231,                   0,           0.0089782,           0.0089782,           0.0089782
                 291,            0.085943,             0.42355,                   0,             0.58436,             0.44045,             0.47867,             0.15281,            0.084162,             0.85147,                   0,           0.0089746,           0.0089746,           0.0089746
                 292,            0.077636,             0.45413,                   0,             0.58436,             0.44045,             0.47867,             0.15281,            0.084162,             0.85147,                   0,           0.0089711,           0.0089711,           0.0089711
                 293,            0.084681,             0.45696,                   0,             0.46485,             0.43432,             0.41684,             0.12239,              0.0849,             0.88483,                   0,           0.0089676,           0.0089676,           0.0089676
                 294,            0.083004,             0.44806,                   0,             0.46485,             0.43432,             0.41684,             0.12239,              0.0849,             0.88483,                   0,            0.008964,            0.008964,            0.008964
                 295,            0.087535,             0.49216,                   0,             0.59222,             0.34864,              0.3738,             0.11165,            0.081866,             0.85915,                   0,           0.0089605,           0.0089605,           0.0089605
                 296,            0.081713,             0.39428,                   0,             0.56737,             0.24566,             0.30685,            0.082856,            0.081866,             0.85915,                   0,            0.008957,            0.008957,            0.008957
                 297,            0.082604,             0.50205,                   0,             0.63871,             0.50496,             0.52209,             0.16692,            0.078952,              0.8046,                   0,           0.0089534,           0.0089534,           0.0089534
                 298,            0.079036,             0.51118,                   0,             0.63871,             0.50496,             0.52209,             0.16692,            0.078952,              0.8046,                   0,           0.0089499,           0.0089499,           0.0089499
                 299,            0.082319,             0.44778,                   0,             0.71739,             0.48817,             0.58664,             0.21034,            0.080638,             0.83258,                   0,           0.0089464,           0.0089464,           0.0089464
                 300,            0.082235,             0.47389,                   0,             0.71739,             0.48817,             0.58664,             0.21034,            0.080638,             0.83258,                   0,           0.0089428,           0.0089428,           0.0089428
                 301,            0.086358,             0.51336,                   0,             0.59417,             0.51224,              0.5333,             0.18748,            0.081603,             0.82455,                   0,           0.0089393,           0.0089393,           0.0089393
                 302,            0.085193,              0.4257,                   0,             0.59417,             0.51224,              0.5333,             0.18748,            0.081603,             0.82455,                   0,           0.0089358,           0.0089358,           0.0089358
                 303,            0.088384,             0.39127,                   0,             0.64836,             0.54342,             0.57729,             0.20376,            0.080261,              0.8071,                   0,           0.0089322,           0.0089322,           0.0089322
                 304,            0.080664,             0.44165,                   0,             0.64836,             0.54342,             0.57729,             0.20376,            0.080261,              0.8071,                   0,           0.0089287,           0.0089287,           0.0089287
                 305,             0.07835,             0.44287,                   0,             0.66293,             0.50372,             0.56404,              0.2013,            0.079894,             0.80246,                   0,           0.0089251,           0.0089251,           0.0089251
                 306,            0.085177,             0.48426,                   0,             0.66293,             0.50372,             0.56404,              0.2013,            0.079894,             0.80246,                   0,           0.0089216,           0.0089216,           0.0089216
                 307,            0.079889,             0.46787,                   0,             0.62669,             0.55583,             0.55356,             0.20289,             0.07651,             0.79986,                   0,           0.0089181,           0.0089181,           0.0089181
                 308,            0.082376,             0.40063,                   0,             0.62669,             0.55583,             0.55356,             0.20289,             0.07651,             0.79986,                   0,           0.0089145,           0.0089145,           0.0089145
                 309,              0.0803,             0.50545,                   0,             0.68069,             0.54094,             0.60532,             0.22519,            0.076048,             0.79426,                   0,            0.008911,            0.008911,            0.008911
                 310,            0.081004,             0.46409,                   0,             0.68069,             0.54094,             0.60532,             0.22519,            0.076048,             0.79426,                   0,           0.0089075,           0.0089075,           0.0089075
                 311,            0.080677,             0.45409,                   0,             0.70641,             0.40695,             0.48213,             0.17071,            0.076946,             0.82234,                   0,           0.0089039,           0.0089039,           0.0089039
                 312,            0.078248,             0.48849,                   0,             0.70641,             0.40695,             0.48213,             0.17071,            0.076946,             0.82234,                   0,           0.0089004,           0.0089004,           0.0089004
                 313,            0.081077,             0.43503,                   0,             0.48418,             0.54715,             0.49086,             0.15159,            0.078722,              0.8401,                   0,           0.0088969,           0.0088969,           0.0088969
                 314,            0.083288,             0.40501,                   0,             0.48418,             0.54715,             0.49086,             0.15159,            0.078722,              0.8401,                   0,           0.0088933,           0.0088933,           0.0088933
                 315,            0.079855,              0.4284,                   0,             0.52954,             0.51613,             0.51075,             0.17036,            0.080273,             0.85408,                   0,           0.0088898,           0.0088898,           0.0088898
                 316,            0.078258,             0.43094,                   0,             0.52954,             0.51613,             0.51075,             0.17036,            0.080273,             0.85408,                   0,           0.0088863,           0.0088863,           0.0088863
                 317,            0.083568,             0.46715,                   0,             0.64664,             0.50124,             0.54618,             0.19384,            0.077294,             0.78951,                   0,           0.0088827,           0.0088827,           0.0088827
                 318,            0.080503,             0.47126,                   0,             0.64664,             0.50124,             0.54618,             0.19384,            0.077294,             0.78951,                   0,           0.0088792,           0.0088792,           0.0088792
                 319,            0.079676,             0.37849,                   0,              0.6481,             0.50993,             0.56376,             0.20803,            0.080146,             0.82948,                   0,           0.0088756,           0.0088756,           0.0088756
                 320,            0.071184,             0.44814,                   0,              0.6481,             0.50993,             0.56376,             0.20803,            0.080146,             0.82948,                   0,           0.0088721,           0.0088721,           0.0088721
                 321,             0.08176,             0.36999,                   0,              0.6167,             0.47146,              0.5279,              0.1836,            0.082899,             0.88307,                   0,           0.0088686,           0.0088686,           0.0088686
                 322,            0.082998,             0.33327,                   0,              0.6167,             0.47146,              0.5279,              0.1836,            0.082899,             0.88307,                   0,            0.008865,            0.008865,            0.008865
                 323,            0.082286,             0.40553,                   0,             0.65538,             0.50372,             0.55696,             0.18813,            0.080526,             0.85434,                   0,           0.0088615,           0.0088615,           0.0088615
                 324,             0.07883,              0.4662,                   0,             0.65538,             0.50372,             0.55696,             0.18813,            0.080526,             0.85434,                   0,            0.008858,            0.008858,            0.008858
                 325,            0.082432,             0.42924,                   0,             0.62903,             0.54839,             0.56577,             0.18387,            0.080671,             0.82296,                   0,           0.0088544,           0.0088544,           0.0088544
                 326,            0.078012,             0.43375,                   0,             0.62903,             0.54839,             0.56577,             0.18387,            0.080671,             0.82296,                   0,           0.0088509,           0.0088509,           0.0088509
                 327,            0.076475,             0.51899,                   0,              0.7367,             0.57692,             0.65312,             0.24428,            0.079384,             0.79278,                   0,           0.0088474,           0.0088474,           0.0088474
                 328,            0.077662,             0.40782,                   0,              0.7367,             0.57692,             0.65312,             0.24428,            0.079384,             0.79278,                   0,           0.0088438,           0.0088438,           0.0088438
                 329,            0.078364,              0.4577,                   0,             0.74248,             0.55447,              0.6319,             0.21941,            0.078147,             0.79563,                   0,           0.0088403,           0.0088403,           0.0088403
                 330,            0.075087,             0.40921,                   0,             0.74248,             0.55447,              0.6319,             0.21941,            0.078147,             0.79563,                   0,           0.0088368,           0.0088368,           0.0088368
                 331,            0.077709,             0.47211,                   0,             0.66265,             0.54342,             0.57851,             0.19997,            0.079322,             0.79932,                   0,           0.0088332,           0.0088332,           0.0088332
                 332,            0.076633,             0.42759,                   0,             0.66265,             0.54342,             0.57851,             0.19997,            0.079322,             0.79932,                   0,           0.0088297,           0.0088297,           0.0088297
                 333,            0.077806,             0.41682,                   0,             0.72687,             0.56131,             0.63362,             0.21676,            0.076868,             0.78679,                   0,           0.0088261,           0.0088261,           0.0088261
                 334,            0.079353,             0.44274,                   0,             0.72687,             0.56131,             0.63362,             0.21676,            0.076868,             0.78679,                   0,           0.0088226,           0.0088226,           0.0088226
                 335,            0.075257,             0.47485,                   0,             0.65697,             0.56316,             0.59425,             0.20245,            0.079453,             0.79612,                   0,           0.0088191,           0.0088191,           0.0088191
                 336,            0.079568,             0.47637,                   0,             0.65697,             0.56316,             0.59425,             0.20245,            0.079453,             0.79612,                   0,           0.0088155,           0.0088155,           0.0088155
                 337,            0.077176,              0.3774,                   0,             0.52114,             0.47529,              0.4531,             0.15229,            0.080121,             0.79166,                   0,            0.008812,            0.008812,            0.008812
                 338,            0.080883,             0.42357,                   0,             0.52114,             0.47529,              0.4531,             0.15229,            0.080121,             0.79166,                   0,           0.0088085,           0.0088085,           0.0088085
                 339,            0.085787,             0.39703,                   0,             0.68858,             0.51737,             0.58153,              0.1942,            0.080042,             0.80508,                   0,           0.0088049,           0.0088049,           0.0088049
                 340,            0.078309,             0.39401,                   0,             0.68858,             0.51737,             0.58153,              0.1942,            0.080042,             0.80508,                   0,           0.0088014,           0.0088014,           0.0088014
                 341,            0.078612,             0.47577,                   0,             0.69802,             0.52482,             0.58916,             0.20414,            0.080552,             0.81317,                   0,           0.0087979,           0.0087979,           0.0087979
